"google_id","XDIndicator"
"n7Z3EDsAAAAJ","XD"
"N9f43xoAAAAJ","XD"
"narQv40AAAAJ","BIO"
"nAtfgOYAAAAJ","XD"
"NaVxc4wAAAAJ","CS"
"Nbel9ekAAAAJ","BIO"
"nbM0mzwAAAAJ","BIO"
"nbpafUkAAAAJ","CS"
"NByrsK0AAAAJ","XD"
"Nc8U6E4AAAAJ","BIO"
"ncgNqP8AAAAJ","XD"
"nChgOjEAAAAJ","CS"
"NcIqQ88AAAAJ","CS"
"nCMS90YAAAAJ","BIO"
"NCQ3E5sAAAAJ","BIO"
"NCQuZX0AAAAJ","CS"
"ND0FM6EAAAAJ","CS"
"Nd4kKIkAAAAJ","BIO"
"nd8lQQIAAAAJ","XD"
"ndc9Yw8AAAAJ","BIO"
"nDH-AqwAAAAJ","CS"
"NdIeYpEAAAAJ","CS"
"NDit5dwAAAAJ","XD"
"NdNSXFkAAAAJ","XD"
"nEAp11sAAAAJ","BIO"
"NeJ-SQEAAAAJ","XD"
"neO3vFYAAAAJ","CS"
"NEqM-4IAAAAJ","XD"
"NerNaMIAAAAJ","BIO"
"nExKrpsAAAAJ","CS"
"NE_tfEIAAAAJ","XD"
"Nf4G12YAAAAJ","CS"
"Nf4vo2UAAAAJ","XD"
"nFb_T4wAAAAJ","CS"
"nFdbcvsAAAAJ","XD"
"NFdG-GMAAAAJ","XD"
"nfkH5V4AAAAJ","XD"
"nFXWzWwAAAAJ","BIO"
"nGj4p9YAAAAJ","BIO"
"nHdZpMUAAAAJ","XD"
"NhnK838AAAAJ","XD"
"nhpEPFgAAAAJ","CS"
"NhY4TT4AAAAJ","CS"
"NHZdlVkAAAAJ","CS"
"niE2OkIAAAAJ","CS"
"NINFXC0AAAAJ","CS"
"NJ9c4ygAAAAJ","CS"
"njczUPMAAAAJ","CS"
"NjfTEZsAAAAJ","BIO"
"njG9diQAAAAJ","BIO"
"njmedqoAAAAJ","BIO"
"njpX--gAAAAJ","BIO"
"nK3RdOIAAAAJ","XD"
"NK7srJYAAAAJ","XD"
"NKQ2xvcAAAAJ","XD"
"nKR2tGvMLFMC","CS"
"NKRYI9UAAAAJ","BIO"
"nLuHfy4AAAAJ","CS"
"NlUlAGMAAAAJ","XD"
"NMKiMdMAAAAJ","BIO"
"nNU3STcAAAAJ","CS"
"NOi4NtYAAAAJ","XD"
"NoNHPb4AAAAJ","CS"
"noo17fcAAAAJ","XD"
"NOucxBgAAAAJ","XD"
"np2P8G8AAAAJ","BIO"
"NpcLBDsAAAAJ","CS"
"NPLom4YAAAAJ","XD"
"nPzV2RIAAAAJ","BIO"
"nq-EK3QAAAAJ","XD"
"NqDgVtcAAAAJ","BIO"
"NQLfHBIAAAAJ","BIO"
"NRAo--UAAAAJ","XD"
"NRfuSNcAAAAJ","CS"
"NrOOkrMAAAAJ","XD"
"NScglmAAAAAJ","CS"
"nSlIK18AAAAJ","XD"
"nst5fHgAAAAJ","CS"
"ns_6BgMAAAAJ","CS"
"nt2k598AAAAJ","BIO"
"NtLLvQoAAAAJ","BIO"
"ntU7-hwAAAAJ","CS"
"NU-FHh4AAAAJ","CS"
"Nu9UvKIAAAAJ","XD"
"nUfFpt0AAAAJ","BIO"
"nUP4MMQAAAAJ","XD"
"NUrQb4cAAAAJ","XD"
"nusw_dsAAAAJ","BIO"
"nv-MV58AAAAJ","CS"
"nvKQ7JQAAAAJ","CS"
"nVksQusAAAAJ","BIO"
"nvR1mBgAAAAJ","CS"
"NW2I4PYAAAAJ","BIO"
"nwfZfqoAAAAJ","XD"
"nwNHXf4AAAAJ","XD"
"NWuJZEAAAAAJ","CS"
"nX9D5AoAAAAJ","CS"
"nXBQn7gAAAAJ","XD"
"NxBuRgcAAAAJ","XD"
"nXJkAnAAAAAJ","BIO"
"nxNkEiYAAAAJ","XD"
"NXtRD1cAAAAJ","CS"
"nYdU_wgAAAAJ","CS"
"NyqFkSYAAAAJ","BIO"
"NyxsQ40AAAAJ","XD"
"nz1cUQEAAAAJ","XD"
"nZ3HZDMAAAAJ","BIO"
"NZdvqZEAAAAJ","XD"
"nziLHh4AAAAJ","XD"
"NzQu5SwAAAAJ","XD"
"nztNRM0AAAAJ","XD"
"nzTXeNsAAAAJ","BIO"
"N_9p2rMAAAAJ","BIO"
"n_BMt9AAAAAJ","BIO"
"o-6rUfoAAAAJ","XD"
"o0hOu3cAAAAJ","BIO"
"O0KuRBQAAAAJ","BIO"
"O0W9jEQAAAAJ","CS"
"O1b7GZMAAAAJ","CS"
"O1FZe5EAAAAJ","CS"
"O1iKLewAAAAJ","BIO"
"O1l6JGkAAAAJ","CS"
"O2e-vO4AAAAJ","XD"
"o3ol4ZcAAAAJ","CS"
"O3qOkKsAAAAJ","XD"
"o43oc6AAAAAJ","CS"
"O4rYanMAAAAJ","XD"
"o4suLN4AAAAJ","XD"
"o5yD6EwAAAAJ","XD"
"o5YQMkMAAAAJ","CS"
"O8NWAXoAAAAJ","CS"
"o8oJ6s4AAAAJ","CS"
"O8XxkE4AAAAJ","CS"
"Oa6JkDAAAAAJ","CS"
"oAaMfQsAAAAJ","CS"
"oAj9a-wAAAAJ","XD"
"oAMW4OEAAAAJ","CS"
"oAqKi9MAAAAJ","CS"
"OayIeVEAAAAJ","BIO"
"ObdsXj8AAAAJ","XD"
"ObnLfeoAAAAJ","BIO"
"ob_3jn4AAAAJ","CS"
"Oc6lqIwAAAAJ","BIO"
"oCFvA2UAAAAJ","CS"
"oclouSEAAAAJ","BIO"
"OcN1_gwAAAAJ","CS"
"oD0ISLcAAAAJ","CS"
"odbmg-oAAAAJ","BIO"
"OdWimfcAAAAJ","CS"
"oEHd9sMAAAAJ","XD"
"oEy88sEAAAAJ","BIO"
"OEzRNokAAAAJ","BIO"
"OFCP3qcAAAAJ","BIO"
"OfcXtoIAAAAJ","XD"
"oFiuaXEAAAAJ","CS"
"OfYf-DMAAAAJ","CS"
"OG2QONwAAAAJ","CS"
"OGbi6t0AAAAJ","CS"
"ogj8ppAAAAAJ","XD"
"OgJKomcAAAAJ","CS"
"OGR--C0AAAAJ","BIO"
"ogVUBZIAAAAJ","BIO"
"oH9Vw-QAAAAJ","XD"
"oHbIF48AAAAJ","CS"
"ohgrkzAAAAAJ","BIO"
"OhiNDfkAAAAJ","CS"
"Ohw-I2sAAAAJ","XD"
"OhzVBVcAAAAJ","BIO"
"oIbxZhIAAAAJ","BIO"
"oIdI_PcAAAAJ","CS"
"oii0f78AAAAJ","BIO"
"OIoZ2vgAAAAJ","BIO"
"OI_6OdYAAAAJ","BIO"
"oJ80CYoAAAAJ","BIO"
"oJESe-cAAAAJ","CS"
"ojgp8NcAAAAJ","XD"
"ojH7GEgAAAAJ","CS"
"oJMHGr8AAAAJ","XD"
"oJZuq9oAAAAJ","CS"
"oK3QM1wAAAAJ","CS"
"okf5bmQAAAAJ","XD"
"okJj8GYAAAAJ","XD"
"oKRMzLMAAAAJ","BIO"
"okx33sUAAAAJ","CS"
"Ok_HjPUAAAAJ","BIO"
"oK_XUmsAAAAJ","XD"
"ol6LIDsAAAAJ","BIO"
"oM25EQkAAAAJ","XD"
"OMVTRscAAAAJ","XD"
"ONloO5IAAAAJ","CS"
"ONZL1lgAAAAJ","CS"
"OoItXTkAAAAJ","CS"
"OOLe2TIAAAAJ","XD"
"OoSpdN0AAAAJ","BIO"
"oOwNKsAAAAAJ","CS"
"op3lNakAAAAJ","BIO"
"oQ6AeyEAAAAJ","XD"
"oq8WAwsAAAAJ","CS"
"OQAuVuoAAAAJ","XD"
"OQbV_3UAAAAJ","XD"
"oQsObk0AAAAJ","XD"
"oqux_wcAAAAJ","CS"
"orHlhhQAAAAJ","CS"
"OrhUjqEAAAAJ","CS"
"Ormag-QAAAAJ","CS"
"ORo3KQ0AAAAJ","XD"
"oRqkuoQAAAAJ","CS"
"ORr4XJYAAAAJ","CS"
"oScjn_kAAAAJ","BIO"
"OsIZgIYAAAAJ","CS"
"OsoQ-dcAAAAJ","CS"
"OSxYKeQAAAAJ","XD"
"Os_A0tAAAAAJ","BIO"
"Ot5KMdEAAAAJ","BIO"
"OT79Y9UAAAAJ","CS"
"Ot9eWLsAAAAJ","XD"
"OtbhlmIAAAAJ","BIO"
"otivCBQAAAAJ","BIO"
"OTk0hA0AAAAJ","XD"
"OUAMn6oAAAAJ","CS"
"oUKhHwwAAAAJ","BIO"
"ouLKf2YAAAAJ","BIO"
"OUS_bT8AAAAJ","XD"
"ouY9ypcAAAAJ","CS"
"OvAV_eoAAAAJ","XD"
"ovlpa_IAAAAJ","CS"
"OVUarmsAAAAJ","BIO"
"OwRJIbUAAAAJ","XD"
"oXasn9EAAAAJ","CS"
"OXHDKSwAAAAJ","XD"
"oXX9SUQAAAAJ","CS"
"OXXvWKEAAAAJ","BIO"
"oy7TshoAAAAJ","XD"
"oY9R5YQAAAAJ","XD"
"oYIbJosAAAAJ","BIO"
"oZBtvZMAAAAJ","CS"
"OZMQ0J0AAAAJ","XD"
"OZnq5cwAAAAJ","BIO"
"OZtBFywAAAAJ","XD"
"O_7MVDIAAAAJ","CS"
"O_v3plsAAAAJ","BIO"
"P-6kCNMAAAAJ","CS"
"P07ZE9sAAAAJ","CS"
"p0sQC6sAAAAJ","XD"
"P21gHIkAAAAJ","CS"
"p26NfLgAAAAJ","CS"
"P2ggwVUAAAAJ","BIO"
"p2Kq0Q4AAAAJ","XD"
"p2ttvlEAAAAJ","CS"
"p37YXYoAAAAJ","BIO"
"p3cwqsYAAAAJ","BIO"
"P3JdmqAAAAAJ","CS"
"p4urLfMAAAAJ","XD"
"P5CovF0AAAAJ","XD"
"p5oWQ0AAAAAJ","CS"
"P5xcdGMAAAAJ","XD"
"P6QOMhkAAAAJ","BIO"
"P7ElVysAAAAJ","XD"
"p7jDy6QAAAAJ","BIO"
"P97vI1EAAAAJ","CS"
"P9IivpwAAAAJ","CS"
"p9RsPG4AAAAJ","XD"
"pAcF2lEAAAAJ","XD"
"pAH7ycsAAAAJ","BIO"
"pAI5S50AAAAJ","CS"
"PApX2aoAAAAJ","XD"
"pAUVJS0AAAAJ","CS"
"PbEw81gAAAAJ","XD"
"PBo0rn4AAAAJ","BIO"
"PBV6PjEAAAAJ","BIO"
"PC3lRvwAAAAJ","BIO"
"pcCS60IAAAAJ","XD"
"pch98TIAAAAJ","BIO"
"pcMNdKUAAAAJ","BIO"
"PCSnKs8AAAAJ","XD"
"pD3vFHoAAAAJ","BIO"
"Pd8-ju0AAAAJ","CS"
"PDOSGdIAAAAJ","BIO"
"pdpOwtkAAAAJ","CS"
"pdSlnRwAAAAJ","BIO"
"PDZvz_YAAAAJ","CS"
"Pe3ZnfIAAAAJ","BIO"
"PEcyW5AAAAAJ","BIO"
"pEd15xAAAAAJ","BIO"
"pEU-dQUAAAAJ","BIO"
"PF5yTcsAAAAJ","BIO"
"PfeGL9gAAAAJ","XD"
"pFIoo0kAAAAJ","BIO"
"pGGjfS8AAAAJ","XD"
"pGKFPa8AAAAJ","BIO"
"pGPuloMAAAAJ","XD"
"Ph16U5wAAAAJ","CS"
"PH4mytYAAAAJ","CS"
"PHGvd5cAAAAJ","CS"
"PHhhXC0AAAAJ","BIO"
"pHSfld4AAAAJ","XD"
"PiddTHsAAAAJ","XD"
"piKM5NcAAAAJ","BIO"
"Pil9rEEAAAAJ","CS"
"PiZymREAAAAJ","CS"
"pJ28HA0AAAAJ","CS"
"PjCDBjIAAAAJ","XD"
"Pjjq5SQAAAAJ","CS"
"PJQPzgcAAAAJ","XD"
"PJUjtoQAAAAJ","CS"
"pK034F0AAAAJ","XD"
"PKBiSCoAAAAJ","CS"
"PkfChMgAAAAJ","CS"
"PKr0chgAAAAJ","XD"
"pktpbkEAAAAJ","BIO"
"pKuBFaQAAAAJ","XD"
"pL-Wh50AAAAJ","XD"
"PLJ0L4QAAAAJ","CS"
"PLt9wB8AAAAJ","CS"
"pLVAYawAAAAJ","BIO"
"plvmvDcAAAAJ","CS"
"plYoF-MAAAAJ","XD"
"Pm23sq4AAAAJ","XD"
"pM6S00EAAAAJ","XD"
"PN-rzYUAAAAJ","XD"
"PNalJ58AAAAJ","CS"
"pnB9KEYAAAAJ","BIO"
"Pnev7hAAAAAJ","CS"
"pNKH6b8AAAAJ","XD"
"pOd2M64AAAAJ","CS"
"PogsVkYAAAAJ","XD"
"pouyVyUAAAAJ","CS"
"POWKkqEAAAAJ","XD"
"pPB_WK0AAAAJ","XD"
"pPInY4UAAAAJ","XD"
"pPUjlKwAAAAJ","CS"
"PQakxO4AAAAJ","XD"
"PqdLgQ0AAAAJ","XD"
"pQJjz8MAAAAJ","XD"
"PQJuazcAAAAJ","BIO"
"pQL5X08AAAAJ","XD"
"PqQAVcAAAAAJ","CS"
"PqtYDZQAAAAJ","XD"
"PR-ZnJUAAAAJ","CS"
"pr8YcVIAAAAJ","BIO"
"prJFPwUAAAAJ","XD"
"pRWAwVEAAAAJ","XD"
"PRX7FxYAAAAJ","BIO"
"PsBGmRcAAAAJ","CS"
"PsfY-UcAAAAJ","XD"
"PsGxHG0AAAAJ","CS"
"pSqVgOkAAAAJ","CS"
"PswI6pYAAAAJ","CS"
"Pt4QxysAAAAJ","BIO"
"pT8-2f0AAAAJ","CS"
"PTHL_cUAAAAJ","XD"
"pUaHHjUAAAAJ","CS"
"PUFxrroAAAAJ","CS"
"PUKbgQ0AAAAJ","BIO"
"puOEoqoAAAAJ","BIO"
"puQs_pcAAAAJ","XD"
"PVdTviYAAAAJ","CS"
"PVdueKUAAAAJ","XD"
"pwhyTq0AAAAJ","CS"
"PWp9YUUAAAAJ","BIO"
"pWZ7c4MAAAAJ","CS"
"Px9wT4AAAAAJ","BIO"
"PXbu1wIAAAAJ","CS"
"pxc_-XYAAAAJ","XD"
"pXDkqGMAAAAJ","CS"
"Pxtfhy8AAAAJ","BIO"
"PxZT1sgAAAAJ","CS"
"py3k-ykAAAAJ","BIO"
"Py54GcEAAAAJ","XD"
"pydtIvYAAAAJ","BIO"
"pygPWvEAAAAJ","CS"
"PyM-ZRAAAAAJ","BIO"
"PySbfcEAAAAJ","XD"
"PyuqtQcAAAAJ","XD"
"Pz0YttAAAAAJ","CS"
"PzaBy-UAAAAJ","XD"
"PzboucsAAAAJ","CS"
"pZhZndYAAAAJ","CS"
"P_Xpuj0AAAAJ","BIO"
"Q-3EgJ0AAAAJ","XD"
"Q-As1CEAAAAJ","CS"
"q-t3rScAAAAJ","XD"
"q0MzO6cAAAAJ","CS"
"q0nuNrEAAAAJ","CS"
"q0xdxtsAAAAJ","BIO"
"q16KVs0AAAAJ","CS"
"q1bkP7AAAAAJ","CS"
"Q29WmWwAAAAJ","CS"
"Q2yN84AAAAAJ","CS"
"Q3FvLzUAAAAJ","CS"
"Q3KRC5gAAAAJ","CS"
"Q3xxVngAAAAJ","CS"
"Q4DTPw4AAAAJ","CS"
"q4jzCrYAAAAJ","XD"
"Q4NenncAAAAJ","XD"
"q5GIWC0AAAAJ","CS"
"Q5KT-hEAAAAJ","CS"
"q5RyRCMAAAAJ","XD"
"q5SugFoAAAAJ","BIO"
"q5z-aZEAAAAJ","BIO"
"q6CI9VcAAAAJ","BIO"
"q6HxSeUAAAAJ","CS"
"q6LXYtUAAAAJ","CS"
"Q6pxNZYAAAAJ","XD"
"Q6VLB4gAAAAJ","XD"
"q82gOawAAAAJ","CS"
"q92q8SMAAAAJ","XD"
"q9z6Pt8AAAAJ","BIO"
"qa9dTwkAAAAJ","CS"
"qaAebdkAAAAJ","XD"
"qABYFOIAAAAJ","CS"
"qAKfQW0AAAAJ","CS"
"QaLf6bEAAAAJ","CS"
"qAow5LwAAAAJ","XD"
"Qa_TAw4AAAAJ","CS"
"QB73wDkAAAAJ","XD"
"QBELV48AAAAJ","BIO"
"qBHsQ04AAAAJ","CS"
"qBTbnEQAAAAJ","CS"
"qBxl76YAAAAJ","CS"
"Qc7U3TcAAAAJ","XD"
"QCBdB7AAAAAJ","CS"
"qCdzviYAAAAJ","CS"
"QclQnxIAAAAJ","CS"
"QcO9p8AAAAAJ","CS"
"qCVy9hgAAAAJ","XD"
"qCxZYIIAAAAJ","BIO"
"Qc_4yiYAAAAJ","CS"
"Qd1nLUYAAAAJ","BIO"
"qDepoRUAAAAJ","CS"
"qDkQrKwAAAAJ","XD"
"qe2DVGEAAAAJ","CS"
"QeRUVr0AAAAJ","CS"
"QetrSvUAAAAJ","XD"
"QEVXP-kAAAAJ","XD"
"qe_J1w4AAAAJ","XD"
"Qf4bw4UAAAAJ","CS"
"Qf650TUAAAAJ","BIO"
"qfCah3sAAAAJ","CS"
"qFiMLsIAAAAJ","XD"
"qG1LVpQAAAAJ","CS"
"qgfEdwUAAAAJ","BIO"
"QgGaAdsAAAAJ","XD"
"QH90248AAAAJ","CS"
"qhKJnFcAAAAJ","BIO"
"qHKTzjEAAAAJ","BIO"
"qhLT67EAAAAJ","XD"
"qiIpsToAAAAJ","XD"
"QiYAB0wAAAAJ","XD"
"qJ8iOCsAAAAJ","XD"
"QJAKUxcAAAAJ","XD"
"Qjb5DnwAAAAJ","BIO"
"QjbgoY8AAAAJ","CS"
"QJfhnuYAAAAJ","XD"
"QJICfH4AAAAJ","XD"
"qjxIcXQAAAAJ","BIO"
"qjzNW6EAAAAJ","CS"
"QKDzX08AAAAJ","BIO"
"QKyb_9oAAAAJ","CS"
"QKzwvNgAAAAJ","CS"
"QLfk7F0AAAAJ","BIO"
"qlKg614AAAAJ","CS"
"qlpCtxAAAAAJ","BIO"
"qLuAbhMAAAAJ","CS"
"qLVPoXIAAAAJ","XD"
"qMnlAC4AAAAJ","BIO"
"qMOS01AAAAAJ","XD"
"qmwdWu8AAAAJ","XD"
"qniacV8AAAAJ","BIO"
"qnSUMswAAAAJ","XD"
"QNT0BbAAAAAJ","BIO"
"qnwjcfAAAAAJ","XD"
"qNznu3kAAAAJ","XD"
"qo-3N1cAAAAJ","BIO"
"qOQFhUkAAAAJ","XD"
"Qp5971IAAAAJ","CS"
"qPDhlWkAAAAJ","XD"
"qp_jN7wAAAAJ","BIO"
"qq-SXN8AAAAJ","CS"
"qQLlBH4AAAAJ","XD"
"qqnXTTwAAAAJ","BIO"
"QqzqDucAAAAJ","BIO"
"QR4VpsIAAAAJ","CS"
"qr8Vo9IAAAAJ","XD"
"qRAMJHgAAAAJ","XD"
"Qrd7FCoAAAAJ","XD"
"QrJD-WgAAAAJ","BIO"
"QRrrUU0AAAAJ","CS"
"QrS2y5sAAAAJ","CS"
"Qr_nVBAAAAAJ","BIO"
"Qs9FzFUAAAAJ","CS"
"Qst5eCMAAAAJ","BIO"
"qSulmx8AAAAJ","XD"
"QSuV-T4AAAAJ","XD"
"QSY7ufMAAAAJ","CS"
"QTAjlj0AAAAJ","XD"
"qtxpXdcAAAAJ","XD"
"QU4bZ5gAAAAJ","BIO"
"Qu6haX0AAAAJ","BIO"
"qWiOt7QAAAAJ","BIO"
"QWORzTUAAAAJ","XD"
"QWPwfsgAAAAJ","CS"
"qXb4xQMAAAAJ","XD"
"qXPd_pcAAAAJ","XD"
"QxxseqsAAAAJ","CS"
"qY26R4kAAAAJ","XD"
"qYcG-q0AAAAJ","XD"
"qygcrYkAAAAJ","BIO"
"QyipVRoAAAAJ","CS"
"QYqwwwcAAAAJ","CS"
"qz6YaN4AAAAJ","XD"
"QZrx9MEAAAAJ","CS"
"Q_4d9N0AAAAJ","XD"
"q_7mcn4AAAAJ","CS"
"Q_kKkIUAAAAJ","CS"
"Q_lOnawAAAAJ","BIO"
"q_n7d6EAAAAJ","CS"
"Q_tUV2QAAAAJ","BIO"
"R0PhbAYAAAAJ","CS"
"r0qqWHAAAAAJ","BIO"
"r1quzEkAAAAJ","XD"
"r1S7uvEAAAAJ","XD"
"r1S8NBEAAAAJ","CS"
"R1Wg5b8AAAAJ","BIO"
"R2EiZdAAAAAJ","BIO"
"R2isddoAAAAJ","BIO"
"R3-8L0EAAAAJ","BIO"
"R3gBbQ0AAAAJ","XD"
"r42-hFIAAAAJ","CS"
"r49_E2cAAAAJ","CS"
"r5al7kkAAAAJ","XD"
"R5nkatMAAAAJ","XD"
"R60RHdYAAAAJ","CS"
"r6cAovIAAAAJ","CS"
"r6GWf10AAAAJ","BIO"
"r6ifxUIAAAAJ","CS"
"r6j_SIcAAAAJ","BIO"
"R6Kyz4UAAAAJ","BIO"
"r6v_dc8AAAAJ","CS"
"r70ags0AAAAJ","CS"
"r7veCY0AAAAJ","CS"
"r82Kfh0AAAAJ","BIO"
"r8OMa6oAAAAJ","BIO"
"R8yXxqkAAAAJ","BIO"
"R94cBVgAAAAJ","XD"
"R9Fr5oIAAAAJ","BIO"
"R9Ho8_8AAAAJ","BIO"
"R9sorZwAAAAJ","CS"
"R9ZW47sAAAAJ","CS"
"RaHaArkAAAAJ","CS"
"RaINcuUAAAAJ","CS"
"RaScARwAAAAJ","CS"
"RA_As7kAAAAJ","XD"
"rbCke0kAAAAJ","BIO"
"RBfDXDMAAAAJ","BIO"
"rBm9odgAAAAJ","BIO"
"RBuoCYEAAAAJ","XD"
"rcjc5I4AAAAJ","CS"
"rcs6IKwAAAAJ","XD"
"rD8a4hQAAAAJ","XD"
"rDfyQnIAAAAJ","XD"
"RdI0WnQAAAAJ","XD"
"rdnU53QAAAAJ","XD"
"rdsng9wAAAAJ","BIO"
"rE4Tz3YAAAAJ","CS"
"RefX_60AAAAJ","XD"
"rejzeocAAAAJ","CS"
"ReThrX4AAAAJ","BIO"
"RFAeRXEAAAAJ","XD"
"rfayeocAAAAJ","CS"
"rFf-AooAAAAJ","XD"
"RffbjzgAAAAJ","XD"
"RFmkZ-EAAAAJ","BIO"
"RfnRk4kAAAAJ","XD"
"rFpexEAAAAAJ","CS"
"rg6Bl5YAAAAJ","CS"
"RGllVAsAAAAJ","XD"
"RGwTnFcAAAAJ","BIO"
"rGYZ-8IAAAAJ","BIO"
"Rh16nsIAAAAJ","CS"
"Rh5orowAAAAJ","BIO"
"RhCOXikAAAAJ","BIO"
"RhFhIIgAAAAJ","XD"
"rhogjK0AAAAJ","CS"
"rHu-NogAAAAJ","BIO"
"Rhu5LQIAAAAJ","CS"
"RhUcYmQAAAAJ","XD"
"riaI8GAAAAAJ","CS"
"RIUYP8YAAAAJ","BIO"
"RivxoIcAAAAJ","CS"
"RiVzjNUAAAAJ","BIO"
"Ri_-0Z0AAAAJ","BIO"
"RJE1lmUAAAAJ","XD"
"RJhla18AAAAJ","CS"
"RJwCyF0AAAAJ","XD"
"RjxJExgAAAAJ","CS"
"rkmd4gQAAAAJ","BIO"
"RKvl6OoAAAAJ","BIO"
"rlnRcCYAAAAJ","BIO"
"rMDGWjYAAAAJ","CS"
